10031080900	1	0
10031994215	1	0
10276391917	1	0
10313557537	1	0
10402071863	1	0
10826063736	1	0
10898255329	1	0
10932789204	1	0
11084174628	1	1
11151379535	1	1
11182712820	4	0
11222430092	1	1
11250977112	1	1
11360556282	1	1
11438101888	1	0
11501258141	2	0
11538098770	1	1
11581092199	1	0
11837016096	1	0
11942894685	1	1
11964076776	1	0
12123213706	1	0
12124710868	1	1
12216647286	5	0
12285869290	1	1
12287727103	1	0
12288387045	1	0
12288519240	1	0
12378821174	1	0
12414551220	1	0
12441071542	1	0
12442169938	1	0
12442329370	2	0
12477535006	1	0
12507236437	1	1
12540099788	1	0
12603156956	1	0
12630150453	1	1
12654431093	1	1
12662034072	1	1
12664068005	1	1
12666286386	1	1
12695585126	1	0
12695729092	1	0
12726186186	1	0
12726784340	1	0
12757294341	1	0
12757408265	1	0
12758184584	1	0
12788488086	1	0
12789225212	1	0
12790739984	1	1
12794183820	1	1
12852534234	1	0
12853256975	1	1
12924953614	3	1
12988688370	1	1
12993249791	1	0
13064253526	1	0
13098999976	1	1
13172370214	1	0
13204227708	1	0
13205228574	1	0
13347733575	1	1
13745664038	1	1
14451934569	1	1
14572844402	2	1
14573415538	1	1
3430152690624619	8	0
3430345267632918	10	0
3430383133707152	9	1
3431227216808899	7	0
3431231695494904	8	1
3431580661805230	6	0
3432988069095587	6	0
3433412746212220	5	0
3434123093914908	3	0
3434607531680999	7	1
3435379665282363	4	0
3435462423700876	12	0
3435944865073410	5	0
3436221394759868	7	0
3437038370353137	4	0
3437385528756866	7	0
3438126422716322	6	1
3438126712625357	2	0
3438378559523372	5	0
3438850393633316	9	1
3438851680668391	4	0
3439501617989602	6	0
3441898884198732	4	0
3443197621791689	3	0
3443562526241064	1	0
3444270725950234	3	0
3444649723405400	4	0
3445012077720918	11	0
3445012135801368	1	0
3446822750294525	7	0
3448272473065999	4	0
3448772157944114	5	0
3449723124357728	3	0
3450436449719481	4	0
3451032509723824	4	0
3451896397863435	4	0
3451896830701129	4	0
3453709093058161	5	0
3454256721550776	11	0
3456246314758621	4	1
3456842262740516	8	0
3457694545547586	4	0
3458398181964394	4	0
3458611764623621	3	0
3459500143198767	4	0
3461318323189724	7	0
3461662084591146	1	0
3461998882473751	4	0
3463065243217426	6	0
3463366842612838	8	0
3463847677679141	5	1
3464440706287072	8	0
3464943167241703	6	1
3465275926531305	4	0
3466392541755336	4	0
3466392886449857	2	0
3466393016510094	4	0
3466393099626132	6	0
3466559253185680	3	0
3466755555287130	5	0
3467116651017002	3	0
3467477021043106	1	0
3467620471081810	6	0
3467820220106487	5	0
3468203235510418	5	0
3468204649472402	4	0
3469652535729793	4	0
3469654431140098	5	0
3470014621826783	7	0
3470379446370355	5	0
3471103924123845	3	0
3471447018505175	7	0
3471463854399715	5	0
3471807346984830	6	0
3471820328261648	6	0
3472189711824480	9	1
3473618312472201	7	0
3473987764367627	5	0
3474295018100641	2	0
3474726662318343	4	0
3475812663319170	4	0
3476176397792474	3	0
3477264421699168	4	0
3477623935884031	6	0
3477989117589821	4	0
3478713406418470	3	0
3479604658932357	8	0
3480160911370792	5	0
3480524767435929	4	0
3480528210276525	4	0
3480826623197529	3	0
3482907555552365	3	0
3483033246135049	9	0
3483251991815500	4	0
3483327027791525	5	0
3483934161391991	6	0
3484491677245790	5	1
3486274633376676	11	0
3486688405703165	5	0
3486908975574158	5	0
3487165072180570	5	0
3488131343069735	2	0
3488136284266282	2	0
3488491822842461	4	0
3488643824348820	6	0
3488795100412304	4	0
3488846258262847	3	0
3489762868350456	7	0
3489846120931927	7	1
3491387909846822	5	0
3491392452054564	5	0
3491392947295217	1	0
3491758837369120	5	0
3492120985737840	6	0
3492483105635164	2	0
3493209369705753	4	0
3493571552813069	3	0
3493572253028860	9	0
3494274467714165	9	0
3495366957480235	9	0
3495745049431350	1	1
3495965648820880	4	0
3496411741555677	2	0
3497885721431130	4	0
3498283227865304	6	0
3498817838136682	7	0
3499370114821597	5	0
3499370391367613	4	0
3500808966857156	5	0
3501181219249446	5	0
3501902090262385	11	0
3502560654807856	4	0
3504081404663103	2	0
3504442924082177	9	0
3505168220090831	4	0
3505168446637010	1	0
3505889074147625	10	0
3506620472685845	4	0
3507704809629389	3	0
3507881092054394	3	0
3508426460182136	3	0
3509152141445666	4	0
3509508498195418	15	0
3510203054091335	3	0
3511691369566852	3	0
3511691541331050	3	0
3512051848589820	6	0
3512553508509210	4	0
3512580532102919	3	0
3512912226090475	7	0
3512931536474903	8	0
3513415538078719	4	0
3513470567836847	5	0
3513862995205247	9	0
3513862995205475	3	0
3513865146520654	6	0
3514227895561500	4	0
3514228076081484	4	0
3514513053468659	3	0
3514951601817568	4	0
3514952302549626	3	0
3514952948621219	3	0
3515314811949585	2	0
3516763150499458	4	0
3517126788266160	5	0
3517127263003572	1	0
3517127279707854	5	0
3518093202527963	3	0
3518572129572801	4	0
3518899230287127	5	1
3519294278985282	2	0
3519295285474674	3	0
3520388677944154	2	0
3520388745059583	5	0
3520647763866891	1	0
3520689485118838	4	0
3521475090385824	5	0
3521475115554592	2	0
3521768570599275	3	1
3521769870254421	5	0
3521801747516950	8	1
3521811331081311	11	0
3522200353278168	7	0
3522923463392487	3	0
3522924717364482	2	0
3524005681870859	8	0
3524364710316855	2	1
3525097014637449	6	0
3525098818126560	8	0
3525824579642062	7	0
3528353220590227	6	0
3528985663560555	5	0
3529446583363723	5	0
3530534610992844	7	0
3530782356144891	4	0
3531259877515654	4	0
3531260229612051	3	0
3531260389010566	10	0
3531579949138011	3	0
3532346789604306	4	0
3532346885827123	3	0
3532592022444576	6	0
