10031080900	107	0	0	0	0	0	0	0	0	0	0
10031994215	1061	0	0	0	0	0	0	0	0	0	0
10276391917	203	0	0	0	0	0	0	0	0	0	0
10313557537	74	0	0	0	0	0	0	0	0	0	0
10402071863	249	0	0	0	0	0	0	0	0	0	0
10826063736	455	0	0	0	0	0	0	0	0	0	0
10898255329	150	0	0	0	0	0	0	0	0	0	0
10932789204	40	0	0	0	0	0	0	0	0	0	0
11084174628	459	0	0	0	0	0	0	0	0	0	1
11151379535	962	0	0	0	0	0	0	0	0	0	1
11182712820	144	7	2	3	0	0	0	0	0	0	0
11222430092	594	0	0	0	0	0	0	0	0	0	1
11250977112	454	0	0	0	0	0	0	0	0	0	1
11360556282	150	0	0	0	0	0	0	0	0	0	1
11438101888	61	0	0	0	0	0	0	0	0	0	0
11501258141	846	20	0	0	0	0	0	0	0	0	0
11538098770	1414	0	0	0	0	0	0	0	0	0	1
11581092199	64	0	0	0	0	0	0	0	0	0	0
11837016096	717	0	0	0	0	0	0	0	0	0	0
11942894685	268	0	0	0	0	0	0	0	0	0	1
11964076776	155	0	0	0	0	0	0	0	0	0	0
12123213706	42	0	0	0	0	0	0	0	0	0	0
12124710868	403	0	0	0	0	0	0	0	0	0	1
12216647286	102	60	15	8	1	0	0	0	0	0	0
12285869290	1667	0	0	0	0	0	0	0	0	0	1
12287727103	161	0	0	0	0	0	0	0	0	0	0
12288387045	42	0	0	0	0	0	0	0	0	0	0
12288519240	171	0	0	0	0	0	0	0	0	0	0
12378821174	90	0	0	0	0	0	0	0	0	0	0
12414551220	90	0	0	0	0	0	0	0	0	0	0
12441071542	147	0	0	0	0	0	0	0	0	0	0
12442169938	54	0	0	0	0	0	0	0	0	0	0
12442329370	215	2	0	0	0	0	0	0	0	0	0
12477535006	93	0	0	0	0	0	0	0	0	0	0
12507236437	918	0	0	0	0	0	0	0	0	0	1
12540099788	40	0	0	0	0	0	0	0	0	0	0
12603156956	132	0	0	0	0	0	0	0	0	0	0
12630150453	266	0	0	0	0	0	0	0	0	0	1
12654431093	1565	0	0	0	0	0	0	0	0	0	1
12662034072	57	0	0	0	0	0	0	0	0	0	1
12664068005	272	0	0	0	0	0	0	0	0	0	1
12666286386	463	0	0	0	0	0	0	0	0	0	1
12695585126	67	0	0	0	0	0	0	0	0	0	0
12695729092	118	0	0	0	0	0	0	0	0	0	0
12726186186	197	0	0	0	0	0	0	0	0	0	0
12726784340	432	0	0	0	0	0	0	0	0	0	0
12757294341	350	0	0	0	0	0	0	0	0	0	0
12757408265	240	0	0	0	0	0	0	0	0	0	0
12758184584	350	0	0	0	0	0	0	0	0	0	0
12788488086	35	0	0	0	0	0	0	0	0	0	0
12789225212	251	0	0	0	0	0	0	0	0	0	0
12790739984	1186	0	0	0	0	0	0	0	0	0	1
12794183820	110	0	0	0	0	0	0	0	0	0	1
12852534234	171	0	0	0	0	0	0	0	0	0	0
12853256975	288	0	0	0	0	0	0	0	0	0	1
12924953614	1626	1	1	0	0	0	0	0	0	0	1
12988688370	342	0	0	0	0	0	0	0	0	0	1
12993249791	207	0	0	0	0	0	0	0	0	0	0
13064253526	175	0	0	0	0	0	0	0	0	0	0
13098999976	102	0	0	0	0	0	0	0	0	0	1
13172370214	205	0	0	0	0	0	0	0	0	0	0
13204227708	679	0	0	0	0	0	0	0	0	0	0
13205228574	48	0	0	0	0	0	0	0	0	0	0
13347733575	2360	0	0	0	0	0	0	0	0	0	1
13745664038	1221	0	0	0	0	0	0	0	0	0	1
14451934569	1716	0	0	0	0	0	0	0	0	0	1
14572844402	3459	1	0	0	0	0	0	0	0	0	1
14573415538	79	0	0	0	0	0	0	0	0	0	1
3430152690624619	56	24	3	78	46	20	26	2	0	0	0
